序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
660,000029,深深房Ａ,23.26,0.69,0.16,38801.0,90623441.92,3.29,23.66,22.9,23.0,23.1,0.98,0.44,121.61,6.42,23531211600.0,20740011600.0,0.26,0.0,-20.99,54.45
661,000690,宝新能源,4.42,0.68,0.03,322286.0,142247289.96,1.82,4.45,4.37,4.39,4.39,1.22,1.48,8.79,0.77,9617424350.0,9611163478.0,0.0,0.0,-4.95,3.27
662,000967,盈峰环境,7.35,0.68,0.05,377856.0,277641423.51,1.92,7.4,7.26,7.3,7.3,1.6,1.19,37.04,1.36,23277037687.0,23265956092.0,0.14,0.0,4.55,53.77
663,300369,绿盟科技,7.44,0.68,0.05,168103.0,125574340.18,2.84,7.57,7.36,7.37,7.39,0.97,2.08,-23.07,2.43,6031026839.0,6011936104.0,0.27,0.13,-2.87,3.48
664,001231,农心科技,22.41,0.67,0.15,22333.0,49771210.32,2.16,22.5,22.02,22.28,22.26,1.3,4.48,42.2,2.26,2239655400.0,1118371050.0,-0.13,-0.13,12.27,35.49
665,002366,融发核电,7.5,0.67,0.05,908550.0,679983866.4,3.36,7.6,7.35,7.41,7.45,1.34,7.23,-159.71,3.42,15607032300.0,9423482925.0,-0.13,-0.13,-6.48,63.4
666,300457,赢合科技,26.93,0.67,0.18,145960.0,394188262.8,2.65,27.41,26.7,26.96,26.75,1.39,2.3,43.13,2.64,17374681996.0,17065435246.0,-0.07,0.07,-22.84,41.59
667,000722,湖南发展,12.04,0.67,0.08,77322.0,92713324.44,1.67,12.09,11.89,11.92,11.96,0.93,1.67,65.46,1.78,5588465715.0,5588465715.0,0.0,0.0,-1.55,28.09
668,002096,易普力,13.45,0.67,0.09,49331.0,66161673.0,1.2,13.47,13.31,13.38,13.36,0.75,0.7,19.42,2.13,16683928357.0,9427693612.0,0.0,0.07,-0.07,15.45
669,002572,索菲亚,13.72,0.66,0.09,65896.0,90198697.42,1.25,13.76,13.59,13.63,13.63,0.64,1.01,14.54,1.83,13213007090.0,8938080866.0,0.0,0.0,5.38,-15.2
670,300688,创业黑马,28.89,0.66,0.19,109401.0,318822236.5,3.14,29.55,28.65,28.65,28.7,1.68,7.37,-145.48,12.09,4835592715.0,4286653652.0,0.0,0.0,-11.08,-9.75
671,300841,康华生物,74.79,0.66,0.49,16502.0,123356335.45,2.72,75.97,73.95,74.2,74.3,1.28,1.39,38.54,2.77,9718728576.0,8894720477.0,0.0,-0.01,1.87,39.69
672,000524,岭南控股,12.28,0.66,0.08,91791.0,112461808.31,1.8,12.35,12.13,12.18,12.2,0.57,1.37,94.15,3.62,8230161571.0,8226972897.0,0.0,0.0,-10.5,27.92
673,301491,汉桑科技,56.34,0.66,0.37,9671.0,54598467.67,3.29,57.39,55.55,55.98,55.97,1.77,3.57,34.87,3.48,7267860000.0,1524927680.0,0.02,0.04,-20.87,94.88
674,001229,魅视科技,38.86,0.65,0.25,15882.0,61788295.0,2.95,39.46,38.32,38.47,38.61,1.37,3.01,74.29,3.93,3981265290.0,2047122728.0,0.0,-0.05,22.74,10.62
675,002415,海康威视,29.82,0.64,0.19,401721.0,1197977495.93,1.59,30.03,29.56,29.62,29.63,1.28,0.44,21.99,3.49,273296469621.0,269764650012.0,0.0,0.0,-3.31,0.74
676,000058,深 赛 格,9.41,0.64,0.06,197552.0,185654235.5,2.99,9.52,9.24,9.5,9.35,1.2,2.01,93.55,5.56,11585598324.0,9266397321.0,0.0,0.0,0.43,17.33
677,301058,中粮科工,11.04,0.64,0.07,72695.0,80511166.65,1.73,11.17,10.98,11.01,10.97,1.07,1.42,35.92,2.59,5655507665.0,5655507665.0,0.0,0.0,0.45,6.15
678,002660,茂硕电源,9.4,0.64,0.06,120574.0,113654742.0,3.21,9.6,9.3,9.33,9.34,1.99,3.52,-43.41,2.79,3352284579.0,3224075074.0,0.11,-0.11,-11.65,-8.02
679,002092,中泰化学,4.75,0.64,0.03,327110.0,154785495.0,1.69,4.77,4.69,4.7,4.72,1.28,1.27,-51.48,0.57,12302592706.0,12234149956.0,0.0,-0.21,3.04,10.21
680,002146,荣盛发展,1.57,0.64,0.01,1424083.0,224041502.88,1.92,1.59,1.56,1.57,1.56,1.13,3.64,-1.65,0.57,6826617246.0,6141088521.0,0.64,0.0,-3.09,-4.85
681,300500,启迪设计,14.1,0.64,0.09,53526.0,75529414.5,2.28,14.22,13.9,14.01,14.01,1.59,3.19,42.19,2.2,2453045653.0,2363131166.0,0.0,0.07,5.78,34.8
682,300072,海新能科,4.73,0.64,0.03,658862.0,312791090.17,3.4,4.83,4.67,4.71,4.7,0.83,2.83,143.84,1.84,11114177028.0,11027338807.0,0.0,0.21,30.66,33.24
683,003032,*ST传智,6.34,0.63,0.04,36480.0,23048134.0,1.27,6.35,6.27,6.29,6.3,1.19,1.32,-224.79,2.04,2551517150.0,1751234071.0,0.16,0.16,2.42,-34.64
684,002215,诺 普 信,11.11,0.63,0.07,163580.0,182696049.56,2.9,11.3,10.98,10.99,11.04,1.06,2.08,14.55,2.69,11167675454.0,8728482864.0,-0.09,-0.18,-13.74,2.11
685,002043,兔 宝 宝,14.5,0.62,0.09,82668.0,119319779.0,2.57,14.65,14.28,14.33,14.41,1.11,1.12,14.34,3.74,12031439960.0,10673765448.0,0.07,0.14,37.31,28.43
686,300658,延江股份,12.97,0.62,0.08,206653.0,272190861.49,6.75,13.64,12.77,12.96,12.89,0.99,9.16,76.16,3.21,4315950442.0,2924916762.0,0.08,0.08,59.14,153.32
687,002736,国信证券,13.25,0.61,0.08,336175.0,446576023.36,2.43,13.44,13.12,13.14,13.17,1.36,0.35,11.14,1.4,135703095545.0,127364689245.0,0.0,0.08,0.0,22.12
688,000783,长江证券,8.23,0.61,0.05,772124.0,636838196.32,2.2,8.34,8.16,8.16,8.18,1.72,1.4,10.12,1.28,45512500362.0,45512500362.0,-0.12,-0.12,3.78,23.39
689,002657,中科金财,27.89,0.61,0.17,216516.0,604980425.96,2.34,28.3,27.65,27.8,27.72,1.15,6.44,-63.57,5.45,9484050141.0,9374220576.0,0.0,-0.04,-14.5,52.24
690,000959,首钢股份,4.93,0.61,0.03,394809.0,194250977.34,1.84,4.97,4.88,4.9,4.9,0.5,0.52,30.07,0.76,38231989134.0,37086817409.0,0.0,0.2,22.33,62.71
691,002843,泰嘉股份,20.12,0.6,0.12,187936.0,376355260.9,3.8,20.41,19.65,19.9,20.0,1.4,7.49,65.61,3.58,5064959747.0,5045946347.0,0.0,0.1,-16.45,-5.18
692,002791,坚朗五金,21.83,0.6,0.13,43515.0,94609591.0,1.29,21.9,21.62,21.71,21.7,1.12,2.27,349.87,1.39,7725309834.0,4175561280.0,0.14,0.18,-0.73,-3.15
693,000027,深圳能源,6.66,0.6,0.04,210004.0,139707221.95,1.06,6.68,6.61,6.62,6.62,1.76,0.44,12.1,0.97,31684216841.0,31684216841.0,-0.15,0.0,0.6,5.21
694,002323,雅博股份,1.69,0.6,0.01,544138.0,92240732.94,1.79,1.71,1.68,1.69,1.68,1.37,2.57,-44.57,10.25,3584245190.0,3583445452.0,0.0,0.0,-0.59,4.32
695,300631,久吾高科,29.19,0.59,0.17,34750.0,101543286.0,1.9,29.5,28.95,29.39,29.02,1.44,2.88,56.4,2.79,3650017547.0,3520298121.0,0.24,0.41,-12.16,39.53
696,002554,惠博普,3.39,0.59,0.02,359731.0,121331648.0,2.37,3.4,3.32,3.37,3.37,0.78,2.7,322.13,1.91,4521311044.0,4520465080.0,0.0,0.3,13.0,35.06
697,000970,中科三环,13.61,0.59,0.08,324292.0,439815367.93,2.37,13.7,13.38,13.51,13.53,1.6,2.67,137.38,2.54,16546027771.0,16546027771.0,-0.07,-0.07,-2.99,31.5
698,002987,京北方,20.41,0.59,0.12,278068.0,568951656.29,4.53,20.84,19.92,19.92,20.29,1.64,3.3,54.54,6.08,17704861702.0,17216800903.0,0.0,0.05,-3.91,104.3
699,002555,三七互娱,22.63,0.58,0.13,417728.0,943722968.73,2.71,22.91,22.3,22.55,22.5,0.76,2.61,16.01,3.72,50062938721.0,36184629841.0,0.0,0.04,-2.03,54.47
700,301071,力量钻石,36.39,0.58,0.21,73409.0,267416998.44,2.43,36.89,36.01,36.01,36.18,0.98,3.77,153.51,1.79,9471309470.0,7081281737.0,0.0,0.03,10.78,0.8
701,002159,三特索道,15.71,0.58,0.09,44129.0,69617583.0,2.75,16.03,15.6,15.6,15.62,0.95,3.19,15.11,1.9,2785403816.0,2175403965.0,0.06,0.06,2.21,2.28
702,002530,金财互联,10.32,0.58,0.06,249168.0,256346473.96,1.85,10.36,10.17,10.18,10.26,1.04,3.58,104.85,6.07,8041325166.0,7173672807.0,0.0,0.0,-12.91,9.67
703,002024,ST易购,1.72,0.58,0.01,228522.0,39339359.34,1.75,1.74,1.71,1.72,1.71,1.01,0.25,162.98,1.27,15935400303.0,15917639067.0,0.58,0.0,-1.71,-16.5
704,300896,爱美客,144.33,0.58,0.83,27408.0,395224274.87,2.01,145.58,142.7,143.0,143.5,1.03,1.31,29.96,5.91,43673112164.0,30106021298.0,0.0,0.01,-19.75,-18.7
705,002678,珠江钢琴,5.29,0.57,0.03,253787.0,133795315.0,4.37,5.4,5.17,5.25,5.26,0.74,1.87,-24.7,2.21,7185514509.0,7181568830.0,-0.38,-0.19,16.26,18.34
706,002540,亚太科技,7.05,0.57,0.04,318553.0,224672246.85,2.57,7.12,6.94,7.01,7.01,1.27,3.66,22.46,1.63,8817289855.0,6141012388.0,0.0,-0.14,12.44,20.31
707,300247,融捷健康,5.32,0.57,0.03,560471.0,298791576.12,5.48,5.52,5.23,5.27,5.29,1.36,6.98,48.22,3.79,4277494465.0,4273424665.0,0.19,0.0,29.13,48.6
708,002085,万丰奥威,15.91,0.57,0.09,385493.0,613134431.39,1.83,16.03,15.74,15.9,15.82,1.23,1.82,34.75,4.45,33781663543.0,33781663543.0,-0.13,0.0,-14.6,-15.15
709,002816,*ST和科,21.15,0.57,0.12,38628.0,82686191.0,4.18,21.96,21.08,21.2,21.03,2.02,3.86,235.56,9.14,2115000000.0,2115000000.0,-0.09,0.14,13.95,43.58
710,002180,纳思达,19.39,0.57,0.11,155255.0,302077780.99,2.28,19.65,19.21,19.25,19.28,0.82,1.14,-58.05,2.87,27570232317.0,26469207581.0,0.05,0.0,-23.24,-31.17
711,002470,金正大,1.79,0.56,0.01,465515.0,83519665.0,1.69,1.81,1.78,1.78,1.78,1.15,1.42,-149.66,2.86,5881989658.0,5881491456.0,0.0,0.0,3.47,-8.67
712,300032,金龙机电,5.35,0.56,0.03,236283.0,126123504.0,2.44,5.39,5.26,5.32,5.32,1.24,2.94,108.65,6.22,4296957403.0,4296957403.0,0.0,0.0,0.94,18.63
713,002410,广联达,12.47,0.56,0.07,184441.0,230156387.67,1.77,12.56,12.34,12.4,12.4,1.04,1.16,49.66,3.46,20599745945.0,19803371055.0,0.08,0.08,-12.0,7.41
714,002277,友阿股份,7.2,0.56,0.04,517897.0,380230967.3,5.17,7.55,7.18,7.27,7.16,1.0,3.71,117.85,1.49,10038044160.0,10038044160.0,0.14,0.0,-2.7,23.08
715,002496,*ST辉丰,1.78,0.56,0.01,179615.0,32172107.0,3.39,1.82,1.76,1.76,1.77,1.82,1.61,-623.6,2.03,2683509625.0,1980165042.0,0.56,0.56,14.1,-4.3
716,300776,帝尔激光,60.96,0.56,0.34,46962.0,286843276.52,1.88,61.59,60.45,60.45,60.62,0.96,2.79,25.25,4.44,16703226660.0,10243927554.0,-0.02,0.0,-18.83,-3.53
717,000410,沈阳机床,7.31,0.55,0.04,258310.0,188840044.98,1.93,7.38,7.24,7.3,7.27,1.43,1.54,12680.34,3.28,19364723696.0,12287495551.0,0.0,0.0,2.81,2.81
718,301419,阿莱德,34.92,0.55,0.19,57863.0,205042427.3,5.93,36.57,34.51,34.81,34.73,2.72,13.64,60.16,4.41,4190400000.0,1481306400.0,0.11,-0.2,-5.26,41.15
719,002352,顺丰控股,38.49,0.55,0.21,184002.0,708345021.2,1.02,38.62,38.23,38.28,38.28,0.99,0.39,17.51,1.97,193967676442.0,183674998762.0,-0.03,0.0,-3.97,-2.31
720,300131,英唐智控,15.01,0.54,0.08,1208468.0,1826512187.31,3.55,15.44,14.91,15.0,14.93,1.17,11.59,490.12,9.64,17036642470.0,15644435415.0,-0.07,-0.13,24.67,85.08
721,002296,辉煌科技,11.07,0.54,0.06,119129.0,131935841.0,2.91,11.25,10.93,11.01,11.01,1.4,3.43,19.9,1.8,4312655249.0,3845888965.0,0.0,0.09,1.0,15.19
722,002210,飞马国际,3.74,0.54,0.02,1217895.0,455854411.34,2.96,3.8,3.69,3.72,3.72,1.66,4.59,520.79,10.44,9953010575.0,9934399961.0,0.27,-0.27,-15.19,40.6
723,002957,科瑞技术,22.75,0.53,0.12,223219.0,497785510.88,3.84,22.75,21.88,22.65,22.63,1.08,5.33,29.03,2.98,9554601102.0,9524944111.0,0.0,1.16,18.37,46.59
724,000938,紫光股份,24.76,0.53,0.13,414596.0,1027626940.39,1.87,24.99,24.53,24.58,24.63,1.22,1.45,37.83,4.89,70815577680.0,70815577680.0,0.0,0.12,-21.42,-10.81
725,300033,同花顺,326.11,0.53,1.71,79449.0,2610291580.57,3.18,333.0,322.68,324.0,324.4,1.51,2.88,109.01,23.37,175316736000.0,89845125020.0,0.0,-0.02,-11.14,14.67
726,300903,科翔股份,18.88,0.53,0.1,328165.0,625707348.63,5.27,19.55,18.56,18.66,18.78,1.18,10.0,-49.05,4.54,7829430687.0,6198779644.0,0.43,0.11,47.27,136.3
727,300979,华利集团,52.71,0.53,0.28,21650.0,113924849.87,1.98,53.14,52.1,52.35,52.43,0.85,0.19,18.94,3.95,61512570000.0,61512032358.0,0.02,0.04,-3.3,-30.05
728,002294,信立泰,58.09,0.52,0.3,28219.0,163569724.52,2.94,58.8,57.1,57.79,57.79,0.83,0.25,83.64,7.38,64759692518.0,64745123604.0,-0.12,-0.12,-6.76,90.9
729,000159,国际实业,5.81,0.52,0.03,151246.0,88441500.0,3.63,5.97,5.76,5.79,5.78,0.98,3.15,104.16,1.37,2792785619.0,2792709363.0,0.17,0.17,4.68,-3.17
730,002937,兴瑞科技,23.05,0.52,0.12,72783.0,166771933.8,3.53,23.25,22.44,22.88,22.93,1.05,2.45,43.44,4.5,6863799012.0,6844782301.0,0.0,-0.09,20.68,39.7
731,300115,长盈精密,40.46,0.52,0.21,1081682.0,4321079721.8,4.8,40.98,39.05,39.53,40.25,1.06,7.97,88.25,6.65,55061445537.0,54898988846.0,0.07,0.32,2.66,151.15
732,002936,郑州银行,1.95,0.52,0.01,452957.0,88200275.6,1.03,1.96,1.94,1.95,1.94,0.87,0.64,5.83,0.39,17729578148.0,13707128934.0,0.0,0.52,-2.5,-6.25
733,002498,汉缆股份,3.89,0.52,0.02,389993.0,151255701.9,2.07,3.92,3.84,3.87,3.87,0.88,1.17,20.49,1.51,12941236440.0,12941236440.0,0.0,0.26,9.58,16.12
734,300251,光线传媒,16.2,0.5,0.08,261662.0,423628091.09,1.3,16.27,16.06,16.16,16.12,1.08,0.94,15.26,4.42,47524132598.0,44960913162.0,0.06,0.06,-19.08,75.32
735,000790,华神科技,3.99,0.5,0.02,171945.0,68942582.34,2.77,4.08,3.97,3.97,3.97,0.87,2.76,-19.09,2.67,2488640262.0,2484232310.0,-0.25,-0.25,4.45,2.31
736,000415,渤海租赁,4.09,0.49,0.02,806109.0,329773166.68,1.72,4.13,4.06,4.07,4.07,0.79,1.49,-13.82,0.88,25294692043.0,22057188948.0,-0.24,0.0,15.86,8.49
737,002939,长城证券,10.28,0.49,0.05,421575.0,434984823.12,2.25,10.44,10.21,10.24,10.23,1.8,1.17,16.11,1.31,41473909108.0,37035341007.0,-0.1,-0.1,-6.97,28.02
738,300063,天龙集团,8.2,0.49,0.04,311993.0,254361364.12,2.21,8.23,8.05,8.15,8.16,1.37,4.98,42.06,3.58,6219922630.0,5137746433.0,-0.12,0.0,-9.39,-10.09
739,301360,荣旗科技,72.5,0.49,0.35,15597.0,113000396.0,3.48,73.54,71.03,72.0,72.15,1.16,6.13,555.33,3.35,3867150000.0,1845850000.0,0.0,0.03,6.6,36.0
740,002368,太极股份,24.47,0.49,0.12,90688.0,222094201.11,2.09,24.7,24.19,24.2,24.35,1.68,1.46,2826.58,2.94,15250469568.0,15181915248.0,-0.08,-0.12,-11.69,3.73
741,300378,鼎捷数智,42.94,0.49,0.21,91764.0,395816480.98,3.25,43.88,42.49,42.6,42.73,1.86,3.4,171.18,5.12,11660435580.0,11574029565.0,0.0,0.02,-19.27,66.18
742,002905,金逸影视,10.51,0.48,0.05,51653.0,54363048.4,2.29,10.65,10.41,10.47,10.46,1.02,1.48,156.26,41.65,3955123200.0,3672614400.0,0.1,0.1,-4.11,33.38
743,002846,英联股份,16.63,0.48,0.08,136195.0,225608283.0,2.36,16.77,16.38,16.51,16.55,1.68,5.3,148.07,4.94,6984494167.0,4274210936.0,-0.06,0.0,-10.5,102.31
744,000573,粤宏远Ａ,4.15,0.48,0.02,128198.0,53067783.0,1.45,4.17,4.11,4.13,4.13,0.75,2.03,26.78,1.61,2648864507.0,2626803999.0,-0.24,0.0,1.22,41.16
745,300376,ST易事特,6.25,0.48,0.03,163391.0,101633503.24,1.29,6.26,6.18,6.21,6.22,0.94,0.7,115.77,2.17,14551502975.0,14546468131.0,0.16,0.16,22.55,75.56
746,000728,国元证券,8.45,0.48,0.04,372937.0,315611562.06,1.43,8.52,8.4,8.41,8.41,1.75,0.85,13.73,0.98,36873923179.0,36873923179.0,0.0,0.0,-3.76,4.06
747,300498,温氏股份,16.73,0.48,0.08,289255.0,481974534.81,1.14,16.76,16.57,16.65,16.65,1.18,0.49,15.89,2.58,111320201069.0,99756091975.0,0.06,-0.06,-9.22,4.5
748,300472,*ST新元,8.3,0.48,0.04,92417.0,75503718.0,4.6,8.42,8.04,8.26,8.26,0.77,3.49,-20.97,-41.52,2284646554.0,2198183379.0,0.12,-0.12,35.84,26.52
749,001267,汇绿生态,21.46,0.47,0.1,304627.0,654008856.7,4.59,21.88,20.9,21.25,21.36,1.03,5.03,244.34,10.62,16849633990.0,13008178320.0,0.23,0.28,16.95,182.74
750,300347,泰格医药,55.11,0.47,0.26,88487.0,485600355.85,2.44,55.49,54.15,55.22,54.85,0.76,1.56,34.88,2.24,47451145616.0,31204064893.0,-0.05,0.02,-9.21,1.45
751,300945,曼卡龙,17.1,0.47,0.08,96418.0,165571553.57,2.06,17.35,17.0,17.05,17.02,0.74,4.04,32.89,2.69,4481424856.0,4076651064.0,0.06,0.06,-13.33,51.46
752,002291,遥望科技,6.43,0.47,0.03,351780.0,224726794.62,2.34,6.45,6.3,6.4,6.4,1.12,4.05,-10.88,1.99,6015556620.0,5588475486.0,0.16,0.31,5.24,1.9
753,002567,唐人神,4.41,0.46,0.02,167242.0,73503218.76,1.14,4.42,4.37,4.4,4.39,1.12,1.17,-12.99,1.15,6319756643.0,6312548485.0,0.0,0.0,-8.32,-13.53
754,300027,华谊兄弟,2.17,0.46,0.01,647933.0,140496107.81,1.85,2.18,2.14,2.16,2.16,0.83,2.61,-39.64,22.88,6020677844.0,5392403968.0,-0.46,-0.46,-18.11,-17.18
755,002219,新里程,2.2,0.46,0.01,440899.0,96989558.6,1.37,2.22,2.19,2.19,2.19,0.85,1.35,-145.29,3.79,7452239857.0,7198496184.0,0.0,0.46,-0.45,-16.67
756,002292,奥飞娱乐,8.82,0.46,0.04,353208.0,311988641.87,2.05,8.92,8.74,8.78,8.78,0.83,3.47,193.51,4.42,13042131328.0,8977602569.0,0.0,0.0,-3.92,1.97
757,300860,锋尚文化,27.51,0.44,0.12,31743.0,87214192.8,3.18,27.98,27.11,27.32,27.39,0.69,2.9,450.2,1.65,5184279390.0,3010059167.0,0.04,-0.15,-2.55,-0.4
758,000709,河钢股份,2.36,0.43,0.01,772573.0,182199290.25,1.28,2.37,2.34,2.35,2.35,0.87,0.75,22.23,0.47,24395605777.0,24391573259.0,0.0,-0.42,-1.67,8.26
759,002797,第一创业,6.98,0.43,0.03,590078.0,412571817.66,1.73,7.04,6.92,6.95,6.95,1.6,1.4,28.55,1.72,29332752000.0,29332752000.0,-0.14,0.0,-9.0,-15.7
760,300068,南都电源,16.19,0.43,0.07,517619.0,842062193.54,2.79,16.56,16.11,16.15,16.12,0.81,6.07,-49.52,3.78,14544566571.0,13812979893.0,0.0,0.0,-18.36,0.31
761,002033,丽江股份,9.26,0.43,0.04,83575.0,77305219.16,1.3,9.3,9.18,9.25,9.22,0.62,1.52,19.88,2.01,5088283984.0,5088186476.0,0.0,0.11,2.43,8.69
762,001288,运机集团,33.26,0.42,0.14,41238.0,135346273.8,3.65,33.41,32.2,33.14,33.12,0.96,2.72,54.62,3.56,7812039453.0,5046934929.0,0.18,0.27,27.24,53.7
763,300803,指南针,135.15,0.42,0.57,375586.0,5158561725.66,4.98,140.27,133.57,133.62,134.58,1.66,6.27,531.59,30.45,82200289686.0,80908182975.0,0.0,0.07,-13.86,104.25
764,000601,韶能股份,4.82,0.42,0.02,125931.0,60478257.6,0.83,4.82,4.78,4.8,4.8,0.98,1.2,22.3,1.23,5130134822.0,5058719692.0,0.42,0.21,-3.21,24.87
765,000686,东北证券,9.55,0.42,0.04,718774.0,685776341.21,2.73,9.68,9.42,9.46,9.51,1.47,3.07,15.72,1.12,22351325338.0,22351325338.0,0.21,0.21,16.61,23.7
766,301097,天益医疗,52.11,0.42,0.22,10954.0,57204843.35,2.99,52.94,51.39,51.66,51.89,1.41,3.78,114.65,2.6,3071747346.0,1508447346.0,-0.23,-0.19,21.81,44.31
767,300876,蒙泰高新,39.28,0.41,0.16,35968.0,141803095.21,3.81,40.0,38.51,39.11,39.12,1.04,4.43,-62.64,4.07,4270517829.0,3185800629.0,0.15,0.26,32.21,43.36
768,300198,ST纳川,2.47,0.41,0.01,117738.0,29003301.0,1.22,2.48,2.45,2.47,2.46,0.91,1.15,-17.64,137.7,2547924894.0,2534754782.0,0.0,0.41,7.39,17.62
769,002021,中捷资源,2.49,0.4,0.01,213277.0,53224420.69,2.02,2.51,2.46,2.48,2.48,0.91,1.78,1830.55,4.78,2976738534.0,2976640349.0,-0.4,0.0,-18.09,1.63
770,000898,鞍钢股份,2.54,0.4,0.01,227395.0,57703050.31,1.58,2.56,2.52,2.54,2.53,0.72,0.29,-8.75,0.52,23797821995.0,20211659279.0,0.0,-0.39,0.79,5.83
771,002054,德美化工,7.54,0.4,0.03,79470.0,59990525.92,2.0,7.64,7.49,7.5,7.51,1.02,2.07,33.58,1.43,3635150508.0,2898192544.0,0.13,0.27,14.59,31.36
772,002005,ST德豪,2.51,0.4,0.01,112531.0,28123796.6,1.6,2.52,2.48,2.49,2.5,0.75,0.64,36.59,11.91,4398586394.0,4397502827.0,0.0,0.4,7.73,50.3
773,000061,农 产 品,9.96,0.4,0.04,228229.0,226523589.2,1.81,10.02,9.84,9.85,9.92,1.08,1.34,56.2,2.35,19770213532.0,16901452740.0,0.1,0.4,20.44,43.52
774,000009,中国宝安,10.16,0.4,0.04,287468.0,293428305.87,1.38,10.28,10.14,10.2,10.12,1.36,1.12,69.39,2.6,26204813884.0,26172367924.0,-0.2,-0.29,-15.89,11.4
775,000059,华锦股份,5.16,0.39,0.02,210190.0,108072102.23,1.75,5.19,5.1,5.17,5.14,1.26,1.31,-4.44,0.82,8253123491.0,8253123491.0,0.0,0.39,0.78,8.18
776,000096,广聚能源,10.35,0.39,0.04,58363.0,60627765.0,1.75,10.49,10.31,10.36,10.31,1.7,1.14,133.62,1.96,5464800000.0,5287276800.0,0.1,0.1,-8.89,-15.09
777,300017,网宿科技,10.21,0.39,0.04,378445.0,386501092.7,1.47,10.28,10.13,10.16,10.17,1.15,1.64,30.57,2.48,25110982223.0,23545706032.0,-0.1,-0.1,-13.18,-1.07
778,300294,博雅生物,23.32,0.39,0.09,29206.0,68055113.64,0.73,23.38,23.21,23.22,23.23,0.84,0.58,25.72,1.53,11759080570.0,11759080570.0,0.0,0.0,-4.66,-22.19
779,000727,冠捷科技,2.61,0.38,0.01,885960.0,230464990.0,2.69,2.64,2.57,2.59,2.6,1.67,1.96,-14.74,5.11,11822169818.0,11822169818.0,0.0,0.0,-8.42,-6.12
780,000166,申万宏源,5.32,0.38,0.02,909943.0,483909711.46,1.7,5.36,5.27,5.29,5.3,1.38,0.4,12.46,1.21,133212505059.0,119888898921.0,0.0,0.0,3.5,0.95
781,300008,天海防务,7.88,0.38,0.03,1176643.0,931918800.59,2.93,8.03,7.8,7.83,7.85,1.16,7.14,44.1,5.83,13616869568.0,12980645759.0,0.0,0.0,27.51,68.38
782,000717,中南股份,2.62,0.38,0.01,179967.0,47067257.84,1.53,2.64,2.6,2.61,2.61,0.67,0.74,-70.83,0.81,6350475446.0,6349729728.0,0.0,0.0,-2.24,-3.68
783,300750,宁德时代,374.43,0.38,1.42,257237.0,9616116052.74,2.12,378.0,370.1,372.96,373.01,1.19,0.6,26.14,5.44,1708753338512.0,1593718557934.0,0.0,-0.01,-4.69,44.43
784,301165,锐捷网络,82.8,0.38,0.31,82482.0,682343433.34,4.82,84.5,80.52,81.7,82.49,0.89,1.04,72.6,13.28,65863636326.0,65863636326.0,0.01,0.28,-13.52,61.91
785,300050,世纪鼎利,5.46,0.37,0.02,104006.0,56747557.0,2.02,5.5,5.39,5.44,5.44,1.08,1.91,144.5,7.26,2974863080.0,2973047254.0,-0.18,-0.18,-14.15,2.06
786,000937,冀中能源,5.41,0.37,0.02,164660.0,89016357.86,0.93,5.43,5.38,5.38,5.39,1.2,0.48,35.21,1.0,19116488459.0,18574678998.0,0.0,0.0,-8.61,-5.42
787,000665,湖北广电,5.49,0.37,0.02,215843.0,118913238.1,2.74,5.59,5.44,5.49,5.47,1.34,1.9,-12.08,1.56,6242950728.0,6242787592.0,0.18,0.0,-11.31,19.35
788,300768,迪普科技,18.84,0.37,0.07,63305.0,119810886.22,2.13,19.08,18.68,18.75,18.77,1.32,1.5,97.19,3.57,12129739095.0,7925379638.0,-0.05,0.11,-3.93,8.15
789,000333,美的集团,78.87,0.36,0.28,214107.0,1688269459.89,0.66,79.07,78.55,78.59,78.59,0.88,0.31,11.86,2.72,599246453684.0,539896141020.0,0.0,-0.05,9.01,10.69
790,300144,宋城演艺,8.28,0.36,0.03,284044.0,234679021.55,1.09,8.3,8.21,8.26,8.25,0.67,1.2,21.63,2.59,21732353215.0,19531027480.0,-0.12,-0.12,-8.51,-8.91
791,002676,顺威股份,8.48,0.36,0.03,274701.0,232590484.0,3.08,8.62,8.36,8.56,8.45,1.67,3.82,77.96,4.68,6105600000.0,6105400372.0,0.0,0.0,-15.62,42.52
792,000623,吉林敖东,19.82,0.35,0.07,132582.0,263521968.71,1.72,20.04,19.7,19.74,19.75,1.31,1.11,7.86,0.78,23702646570.0,23606083649.0,-0.15,-0.15,4.59,18.12
793,002314,南山控股,2.89,0.35,0.01,327895.0,95066568.0,2.08,2.92,2.86,2.88,2.88,1.1,2.45,17.79,0.85,7825491463.0,3867621293.0,-0.34,0.0,2.48,21.43
794,300185,通裕重工,2.89,0.35,0.01,609354.0,175644133.0,1.39,2.9,2.86,2.88,2.88,1.07,1.64,100.77,1.7,11262366966.0,10713966571.0,0.0,0.0,-4.3,12.89
795,002058,*ST威尔,23.1,0.35,0.08,17141.0,39386231.52,2.35,23.28,22.74,23.09,23.02,0.83,1.2,12.72,82.82,3313656469.0,3306020741.0,-0.09,-0.04,-12.8,115.28
